season,week,celebrity_name,p_mean,p_lo90,p_hi90,p_map,V_mean,V_map,accept_rate,scheme,eliminated_this_week,ci_width,rel_ci_width,mean_entropy
1,1,S1_Evander Holyfield,0.16688199638914744,0.1120395477650942,0.22594799349053954,0.16480160570850425,1668819.9638914743,1648016.0570850424,1.0,Rank,0,0.11390844572544534,0.6825688102377768,1.7706484785228422
1,1,S1_Joey McIntyre,0.1642774112297995,0.11381570803785272,0.21967339837553387,0.16857586141074232,1642774.112297995,1685758.6141074232,1.0,Rank,0,0.10585769033768115,0.6443837259500157,1.7706484785228422
1,1,S1_John O'Hurley,0.16771381526661586,0.11612454712582343,0.22690124408467835,0.17492598084594074,1677138.1526661585,1749259.8084594074,1.0,Rank,0,0.11077669695885492,0.6605102673429283,1.7706484785228422
1,1,S1_Kelly Monaco,0.1686317327502065,0.11861322788333178,0.2280078280622271,0.16908679097736076,1686317.3275020649,1690867.9097736077,1.0,Rank,0,0.10939460017889532,0.6487189474648944,1.7706484785228422
1,1,S1_Rachel Hunter,0.16573234253243316,0.1118850880941747,0.22639492084354154,0.1603089089749474,1657323.4253243315,1603089.089749474,1.0,Rank,0,0.11450983274936684,0.6909323249742743,1.7706484785228422
1,1,S1_Trista Sutter,0.1667627018317978,0.11384029660287605,0.22720159591095915,0.16230085208250453,1667627.0183179781,1623008.5208250452,1.0,Rank,0,0.1133612993080831,0.6797761013876048,1.7706484785228422
1,2,S1_Evander Holyfield,0.189982904044118,0.15271002086181273,0.2404765381722676,0.1787102194948968,1899829.0404411799,1787102.194948968,0.22381378692927484,Rank,0,0.08776651731045487,0.46197060599765155,1.7710543342318974
1,2,S1_Joey McIntyre,0.16778415234150015,0.12130068711879902,0.2245736324452025,0.1500392686264309,1677841.5234150016,1500392.686264309,0.22381378692927484,Rank,0,0.10327294532640349,0.6155107254480535,1.7710543342318974
1,2,S1_John O'Hurley,0.1660708648359892,0.11697144352682835,0.22683090071082557,0.1632557986810298,1660708.648359892,1632557.986810298,0.22381378692927484,Rank,0,0.10985945718399721,0.6615215576344105,1.7710543342318974
1,2,S1_Kelly Monaco,0.17963484376187022,0.13767346602273384,0.2338876756377069,0.17198424059437065,1796348.4376187022,1719842.4059437064,0.22381378692927484,Rank,0,0.09621420961497307,0.5356099496070915,1.7710543342318974
1,2,S1_Rachel Hunter,0.16370255620149957,0.11142977702681794,0.22447615799893714,0.17297319298483033,1637025.5620149956,1729731.9298483033,0.22381378692927484,Rank,0,0.11304638097211919,0.6905596564599256,1.7710543342318974
1,2,S1_Trista Sutter,0.1328246788150231,0.09967620995737658,0.16154664574307898,0.16303727961844153,1328246.7881502311,1630372.7961844152,0.22381378692927484,Rank,1,0.06187043578570239,0.4658052730687616,1.7710543342318974
1,3,S1_Evander Holyfield,0.18272217785101652,0.14592619448118954,0.21735285044035807,0.20995605600297151,1827221.7785101652,2099560.5600297153,0.2946375957572186,Rank,1,0.07142665595916853,0.3909030463582074,1.593587126486385
1,3,S1_Joey McIntyre,0.2025982813238523,0.14675638284710674,0.25841787414273687,0.20398793153992675,2025982.813238523,2039879.3153992675,0.2946375957572186,Rank,0,0.11166149129563013,0.5511472780814948,1.593587126486385
1,3,S1_John O'Hurley,0.19627940280600148,0.14098121178101078,0.25712317738254237,0.1909930767890727,1962794.0280600148,1909930.7678907271,0.2946375957572186,Rank,0,0.11614196560153159,0.5917175411233746,1.593587126486385
1,3,S1_Kelly Monaco,0.22699139438413407,0.1869472624077592,0.2723402083993934,0.21149840288884725,2269913.9438413405,2114984.0288884724,0.2946375957572186,Rank,0,0.08539294599163419,0.37619464043260165,1.593587126486385
1,3,S1_Rachel Hunter,0.19140874363499588,0.13748786041772826,0.25484611823279446,0.1835645327791817,1914087.4363499589,1835645.327791817,0.2946375957572186,Rank,0,0.1173582578150662,0.6131290325945654,1.593587126486385
1,4,S1_Joey McIntyre,0.27908403230345763,0.243097383778668,0.32734407279601246,0.24935337243286448,2790840.323034576,2493533.724328645,0.2623294858342078,Rank,0,0.08424668901734447,0.301868538740834,1.3712642386251892
1,4,S1_John O'Hurley,0.24629061391576895,0.20596917107299242,0.2989966266761225,0.23801898744999903,2462906.1391576896,2380189.87449999,0.2623294858342078,Rank,0,0.09302745560313005,0.37771417320412104,1.3712642386251892
1,4,S1_Kelly Monaco,0.27398363733048625,0.21587453564157613,0.3488729732421717,0.27912002138294634,2739836.3733048625,2791200.2138294633,0.2623294858342078,Rank,0,0.13299843760059557,0.48542474615069575,1.3712642386251892
1,4,S1_Rachel Hunter,0.2006417164502874,0.16065298412398818,0.236383475356292,0.23350761873419018,2006417.1645028738,2335076.187341902,0.2623294858342078,Rank,1,0.07573049123230383,0.3774414043704985,1.3712642386251892
1,5,S1_Joey McIntyre,0.31811593411536865,0.26915460902884547,0.3606053010526586,0.34844895608947485,3181159.3411536864,3484489.5608947487,0.4921259842519685,Rank,1,0.09145069202381312,0.2874759866340031,1.0894391153020442
1,5,S1_John O'Hurley,0.3083374884888677,0.239815905897272,0.3869048181087694,0.30276296100573796,3083374.8848886774,3027629.6100573796,0.4921259842519685,Rank,0,0.14708891221149742,0.47703869202660365,1.0894391153020442
1,5,S1_Kelly Monaco,0.3735465773957642,0.3243767484239285,0.4266033589898995,0.3487880829047873,3735465.773957642,3487880.829047873,0.4921259842519685,Rank,0,0.10222661056597099,0.2736649637607687,1.0894391153020442
2,1,S2_Drew Lachey,0.09907595990912836,0.06897743466074165,0.13610099724318975,0.08015080156456485,990759.5990912836,801508.0156456485,0.25075225677031093,Rank,0,0.0671235625824481,0.6774959601099325,2.280384643533673
2,1,S2_George Hamilton,0.10308397906162364,0.07510126007783191,0.13963006572108744,0.10721801001766083,1030839.7906162364,1072180.1001766084,0.25075225677031093,Rank,0,0.06452880564325553,0.6259828756191123,2.280384643533673
2,1,S2_Giselle Fernandez,0.10118291685837123,0.06679563954830584,0.134973499399919,0.10542823385163691,1011829.1685837123,1054282.338516369,0.25075225677031093,Rank,0,0.06817785985161318,0.6738080099731042,2.280384643533673
2,1,S2_Jerry Rice,0.10068239753695837,0.06840980541586014,0.13725793298694652,0.10964470278961841,1006823.9753695837,1096447.027896184,0.25075225677031093,Rank,0,0.06884812757108638,0.6838149394069971,2.280384643533673
2,1,S2_Kenny Mayne,0.07876978985472281,0.05750600146893814,0.09620180963759392,0.09485392181669892,787697.8985472281,948539.2181669893,0.25075225677031093,Rank,1,0.03869580816865578,0.4912518903506468,2.280384643533673
2,1,S2_Lisa Rinna,0.10371935268169621,0.07400635449594586,0.1396133777267418,0.09662111350009292,1037193.5268169622,966211.1350009292,0.25075225677031093,Rank,0,0.06560702323079592,0.6325437011946746,2.280384643533673
2,1,S2_Master P,0.10966259407136565,0.0850559145294522,0.13981883085150593,0.10508298844496339,1096625.9407136566,1050829.8844496338,0.25075225677031093,Rank,0,0.054762916322053726,0.49937644450044105,2.280384643533673
2,1,S2_Stacy Keibler,0.10042674261523474,0.06743948376017764,0.13804042992869542,0.10918313550513745,1004267.4261523474,1091831.3550513745,0.25075225677031093,Rank,0,0.07060094616851778,0.703009420897095,2.280384643533673
2,1,S2_Tatum O'Neal,0.10072966944161715,0.06760417660635701,0.13892418347628538,0.09377737097001236,1007296.6944161715,937773.7097001236,0.25075225677031093,Rank,0,0.07132000686992837,0.7080337626965548,2.280384643533673
2,1,S2_Tia Carrere,0.10266659796928201,0.07299265238700045,0.14217868149492174,0.098039721539614,1026665.9796928201,980397.21539614,0.25075225677031093,Rank,0,0.06918602910792129,0.67389034482882,2.280384643533673
2,2,S2_Drew Lachey,0.10792132062504176,0.06895101677432462,0.15503945901531854,0.09171076559137298,1079213.2062504175,917107.6559137298,0.3852080123266564,Rank,0,0.08608844224099392,0.797696337872817,2.1638694106813827
2,2,S2_George Hamilton,0.1144334524619312,0.07023202894006972,0.16265450821725902,0.1099149955998714,1144334.524619312,1099149.955998714,0.3852080123266564,Rank,0,0.0924224792771893,0.8076526338129636,2.1638694106813827
2,2,S2_Giselle Fernandez,0.11164633895053919,0.06947353546663539,0.16539739044154003,0.12304734874173931,1116463.389505392,1230473.4874173931,0.3852080123266564,Rank,0,0.09592385497490465,0.8591760005440052,2.1638694106813827
2,2,S2_Jerry Rice,0.11260809027789309,0.06842380992733876,0.1615409803804704,0.10832560670926353,1126080.902778931,1083256.0670926352,0.3852080123266564,Rank,0,0.09311717045313164,0.8269136810982056,2.1638694106813827
2,2,S2_Lisa Rinna,0.11977787639042324,0.07752941083479462,0.16944367505606428,0.11735164048665463,1197778.7639042323,1173516.4048665462,0.3852080123266564,Rank,0,0.09191426422126966,0.7673726316675507,2.1638694106813827
