season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.22381378692927484,1.0,3.0,1.0,0.0,500,2234,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.2946375957572186,1.0,5.0,1.0,1.0,500,1697,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.2623294858342078,1.0,0.0,1.0,0.0,500,1906,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.4921259842519685,1.0,1.0,1.0,1.0,500,1016,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.25075225677031093,1.0,7.0,1.0,2.0,500,1994,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.3852080123266564,1.0,7.0,1.0,3.5,500,1298,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.18228217280349981,1.0,4.0,1.0,2.0,500,2743,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.2735229759299781,1.0,3.5,1.0,2.0,500,1828,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.6775067750677507,1.0,3.0,1.0,2.0,500,738,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.36683785766691124,1.0,1.0,1.0,0.0,500,1363,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.30156815440289503,1.0,2.0,1.0,0.5,500,1658,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.48971596474045054,1.0,0.03216690410470424,1.0,0.014382193584733749,500,1021,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.10960105217010083,1.0,0.03813199736586417,1.0,0.006622065651725129,500,4562,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.10796804145972792,1.0,0.033235856973981764,1.0,0.00037497007754405676,500,4631,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.1997602876548142,1.0,0.03853389909348584,1.0,0.00815395134156996,500,2503,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.04615952732644018,1.0,0.04236479800709031,1.0,0.0008041316207586524,500,10832,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.303951367781155,1.0,0.05583361904201811,1.0,0.0019436871853312776,500,1645,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.30102347983142685,1.0,0.06341644426199822,1.0,0.004325233519102301,500,1661,ok,smoothed_from_prev
3,9,3,Percent,S3_Joey Lawrence,0.2997601918465228,1.0,0.06121463821913686,1.0,3.4148145170442845e-05,500,1668,ok,smoothed_from_prev
4,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
4,2,11,Percent,S4_Paulina Porizkova,0.10789814415192059,1.0,0.033631199213426805,1.0,0.0006881248085712777,500,4634,ok,smoothed_from_prev
4,3,10,Percent,S4_Shandi Finnessey,0.08623663332183512,1.0,0.03174093092150615,1.0,0.001415844841226671,500,5798,ok,smoothed_from_prev
4,4,9,Percent,S4_Leeza Gibbons,0.33156498673740054,1.0,0.04199434438602134,1.0,0.013066950717921133,500,1508,ok,smoothed_from_prev
4,5,8,Percent,S4_Clyde Drexler,0.3190810465858328,1.0,0.04247104229245069,1.0,0.016150376057135207,500,1567,ok,smoothed_from_prev
4,6,7,Percent,S4_Heather Mills,0.20080321285140562,1.0,0.04623388026092043,1.0,0.006667786287396837,500,2490,ok,smoothed_from_prev
4,7,6,Percent,S4_John Ratzenberger,0.11203226529240422,1.0,0.04093182499552761,1.0,0.010170676984194715,500,4463,ok,smoothed_from_prev
4,8,5,Percent,S4_Billy Ray Cyrus,0.30959752321981426,1.0,0.05461110615345699,1.0,0.0019983051197947632,500,1615,ok,smoothed_from_prev
4,9,4,Percent,S4_Ian Ziering,0.1701258931609391,1.0,0.05107991467954631,1.0,0.00059669236036064,500,2939,ok,smoothed_from_prev
5,1,12,Percent,S5_Josie Maran,0.37650602409638556,1.0,0.02866226226954688,1.0,0.02835918483898922,500,1328,ok,initial
5,2,11,Percent,S5_Albert Reed,0.07219174126479931,1.0,0.027524653510948793,1.0,0.005176788487792849,500,6926,ok,smoothed_from_prev
5,3,10,Percent,S5_Wayne Newton,0.21043771043771045,1.0,0.041950492255775074,1.0,0.007569060267614669,500,2376,ok,smoothed_from_prev
5,4,9,Percent,S5_Floyd Mayweather Jr.,0.15351550506601166,1.0,0.04308401541620907,1.0,0.0004257048818854803,500,3257,ok,smoothed_from_prev
5,5,8,Percent,S5_Mark Cuban,0.17146776406035666,1.0,0.037934856958529356,1.0,0.002656663022737482,500,2916,ok,smoothed_from_prev
5,6,7,Percent,S5_Sabrina Bryan,0.2486325211337643,1.0,0.04315049227691531,1.0,0.0008609160663331505,500,2011,ok,smoothed_from_prev
5,7,6,Percent,S5_Jane Seymour,0.15096618357487923,1.0,0.048156814068344544,1.0,0.015046070676277667,500,3312,ok,smoothed_from_prev
5,8,5,Percent,S5_Cameron Mathison,0.20601565718994644,1.0,0.05347258562224211,1.0,0.0016236421267743495,500,2427,ok,smoothed_from_prev
5,9,4,Percent,S5_Jennie Garth,0.22361359570661896,1.0,0.057238467610417065,1.0,0.003793697744609692,500,2236,ok,smoothed_from_prev
6,1,12,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
6,2,12,Percent,S6_Monica Seles;S6_Penn Jillette,0.1210946960523129,1.0,0.035651682540615764,1.0,0.0038251646196257316,500,4129,ok,smoothed_from_prev
6,3,10,Percent,S6_Steve Guttenberg,0.06649820454847719,1.0,0.03612100206216873,1.0,0.0035177489936373263,500,7519,ok,smoothed_from_prev
6,4,9,Percent,S6_Adam Carolla,0.28785261945883706,1.0,0.040011398946923654,1.0,0.013271132849459938,500,1737,ok,smoothed_from_prev
6,5,8,Percent,S6_Priscilla Presley,0.2627430373095113,1.0,0.04431882709058463,1.0,0.008716823851245503,500,1903,ok,smoothed_from_prev
6,6,7,Percent,S6_Marlee Matlin,0.30921459492888065,1.0,0.04375607712047905,1.0,0.012782472329278094,500,1617,ok,smoothed_from_prev
6,7,6,Percent,S6_Shannon Elizabeth,0.12462612163509472,1.0,0.044765799626384384,1.0,0.0022239533168599834,500,4012,ok,smoothed_from_prev
6,8,5,Percent,S6_Mario,0.1867762420620097,1.0,0.04865826306892268,1.0,0.008929899096080163,500,2677,ok,smoothed_from_prev
