season,week,celebrity_name,p_mean,p_lo90,p_hi90,p_map,V_mean,V_map,accept_rate,scheme,eliminated_this_week,ci_width,rel_ci_width,mean_entropy
1,1,S1_Evander Holyfield,0.16885626864350425,0.01056869110009119,0.4276567900702963,0.2706720977263257,1688562.6864350426,2706720.9772632574,1.0,Rank,0,0.4170880989702051,2.4700776720986135,1.4582893197723614
1,1,S1_Joey McIntyre,0.16848217805470136,0.012311421409115364,0.43536182895552605,0.03158940131899895,1684821.7805470137,315894.0131899895,1.0,Rank,0,0.4230504075464107,2.5109504900219077,1.4582893197723614
1,1,S1_John O'Hurley,0.17273843126091973,0.008941479320080162,0.46012908620110116,0.042969065262830314,1727384.3126091973,429690.65262830316,1.0,Rank,0,0.451187606881021,2.6119700380948028,1.4582893197723614
1,1,S1_Kelly Monaco,0.16072721098728357,0.01018360871468497,0.42540278495191863,0.4930803713468064,1607272.1098728357,4930803.713468064,1.0,Rank,0,0.41521917623723364,2.583378220070558,1.4582893197723614
1,1,S1_Rachel Hunter,0.16022302190702953,0.010078651305433025,0.4191924875104595,0.16158221253665844,1602230.2190702953,1615822.1253665844,1.0,Rank,0,0.4091138362050265,2.553402322185744,1.4582893197723614
1,1,S1_Trista Sutter,0.16897288914656175,0.01064940305178776,0.45328064514693556,0.00010685180838025256,1689728.8914656176,1068.5180838025256,1.0,Rank,0,0.4426312420951478,2.619540000356054,1.4582893197723614
1,2,S1_Evander Holyfield,0.2433269498932073,0.10455925466173618,0.43720557320118136,0.17128747214387716,2433269.498932073,1712874.7214387716,0.22665457842248413,Rank,0,0.33264631853944515,1.3670755281543572,1.5715933485696965
1,2,S1_Joey McIntyre,0.18213348372383553,0.03305829584805089,0.3744639333363573,0.16446814414103478,1821334.8372383553,1644681.4414103478,0.22665457842248413,Rank,0,0.34140563748830643,1.8744803564289767,1.5715933485696965
1,2,S1_John O'Hurley,0.16432274177443398,0.028870454279050786,0.36561032014334915,0.1975851337056729,1643227.41774434,1975851.337056729,0.22665457842248413,Rank,0,0.3367398658642984,2.049259050987243,1.5715933485696965
1,2,S1_Kelly Monaco,0.1888677843707704,0.05297104714376566,0.37843016181522077,0.16818771425629458,1888677.843707704,1681877.1425629458,0.22665457842248413,Rank,0,0.3254591146714551,1.723211376443848,1.5715933485696965
1,2,S1_Rachel Hunter,0.1543220914229691,0.020936403287864166,0.3837666467933124,0.1594616067761906,1543220.914229691,1594616.067761906,0.22665457842248413,Rank,0,0.36283024350544824,2.351123161693006,1.5715933485696965
1,2,S1_Trista Sutter,0.06702694881478359,0.01376615708745245,0.1406540627999346,0.1390099289769301,670269.488147836,1390099.289769301,0.22665457842248413,Rank,1,0.12688790571248215,1.8930878990644957,1.5715933485696965
1,3,S1_Evander Holyfield,0.13759907314519584,0.048032098895098206,0.24649428584146252,0.25466786282709064,1375990.7314519584,2546678.6282709064,0.28735632183908044,Rank,1,0.1984621869463643,1.4423221204182468,1.4295530483052314
1,3,S1_Joey McIntyre,0.22390882903889545,0.056560993567982644,0.44153153515999927,0.19711176976892272,2239088.2903889543,1971117.6976892273,0.28735632183908044,Rank,0,0.3849705415920166,1.719318274515843,1.4295530483052314
1,3,S1_John O'Hurley,0.1786208478077653,0.027605149135825256,0.38924974702800313,0.13505922508604995,1786208.478077653,1350592.2508604995,0.28735632183908044,Rank,0,0.3616445978921779,2.0246494310752894,1.4295530483052314
1,3,S1_Kelly Monaco,0.28759574180015396,0.12980263153336008,0.4867292758040895,0.2886701623679681,2875957.4180015395,2886701.623679681,0.28735632183908044,Rank,0,0.3569266442707294,1.2410706849712416,1.4295530483052314
1,3,S1_Rachel Hunter,0.1722755082079893,0.02536587975537352,0.3809317930669796,0.12449097994996851,1722755.082079893,1244909.7994996852,0.28735632183908044,Rank,0,0.3555659133116061,2.063937683366629,1.4295530483052314
1,4,S1_Joey McIntyre,0.3512227942099541,0.20107650647137346,0.5531911934298676,0.2686583878752352,3512227.942099541,2686583.878752352,0.2557544757033248,Rank,0,0.3521146869584941,1.002539393123804,1.2204192169168817
1,4,S1_John O'Hurley,0.23029354692817092,0.08834485524814896,0.4330186627530823,0.18525780269596764,2302935.4692817093,1852578.0269596765,0.2557544757033248,Rank,0,0.34467380750493337,1.4966715833007598,1.2204192169168817
1,4,S1_Kelly Monaco,0.31337936507049713,0.11500825590451727,0.5839296509174724,0.39434801633850886,3133793.6507049715,3943480.1633850886,0.2557544757033248,Rank,0,0.46892139501295516,1.4963378169697537,1.2204192169168817
1,4,S1_Rachel Hunter,0.10510429379137795,0.028920044889857985,0.19151379118079895,0.1517357930902883,1051042.9379137794,1517357.9309028832,0.2557544757033248,Rank,1,0.16259374629094098,1.5469752987796497,1.2204192169168817
1,5,S1_Joey McIntyre,0.2683704900662165,0.12113931949474954,0.4104862271889253,0.3934630560912035,2683704.900662165,3934630.5609120354,0.4098360655737705,Rank,1,0.28934690769417576,1.078162161654896,1.0028094843953268
1,5,S1_John O'Hurley,0.27557596589593036,0.08075504178831307,0.53844930963695,0.2118901397222823,2755759.6589593035,2118901.397222823,0.4098360655737705,Rank,0,0.457694267848637,1.6608642424988633,1.0028094843953268
1,5,S1_Kelly Monaco,0.45605354403785353,0.2791984368280335,0.6467781833654214,0.39464680418651416,4560535.440378536,3946468.0418651416,0.4098360655737705,Rank,0,0.36757974653738784,0.8060012938017599,1.0028094843953268
2,1,S2_Drew Lachey,0.09640951209942539,0.004425501602220953,0.25899999814019015,0.049493452763374184,964095.1209942539,494934.52763374185,0.26881720430107525,Rank,0,0.2545744965379692,2.640553727472774,1.9279687461145214
2,1,S2_George Hamilton,0.10847179653741412,0.00725705900693615,0.28497661561286786,0.5633184962262046,1084717.9653741412,5633184.962262046,0.26881720430107525,Rank,0,0.27771955660593173,2.5602927716804307,1.9279687461145214
2,1,S2_Giselle Fernandez,0.09473045370876032,0.006820484944572684,0.2601669088384425,0.009878367839475988,947304.5370876032,98783.67839475987,0.26881720430107525,Rank,0,0.25334642389386985,2.6743925947273417,1.9279687461145214
2,1,S2_Jerry Rice,0.11204642222176882,0.005680610047453048,0.2997581790719071,0.08789485109186825,1120464.222217688,878948.5109186824,0.26881720430107525,Rank,0,0.29407756902445403,2.6246047235885723,1.9279687461145214
2,1,S2_Kenny Mayne,0.024115377346481715,0.0016263698699964507,0.06475707166878399,0.001930070615530217,241153.77346481715,19300.70615530217,0.26881720430107525,Rank,1,0.06313070179878753,2.6178608317732963,1.9279687461145214
2,1,S2_Lisa Rinna,0.11726280174563124,0.012760900929196278,0.2779870759245514,0.08826030095290914,1172628.0174563124,882603.0095290914,0.26881720430107525,Rank,0,0.2652261749953551,2.2618099776490834,1.9279687461145214
2,1,S2_Master P,0.13986802477659413,0.032998976679303856,0.31055168448006887,0.022192552934461512,1398680.2477659413,221925.52934461512,0.26881720430107525,Rank,0,0.277552707800765,1.9843899865182868,1.9279687461145214
2,1,S2_Stacy Keibler,0.10196606754653632,0.007546437782187435,0.3121039984317131,0.11211302483129218,1019660.6754653632,1121130.2483129217,0.26881720430107525,Rank,0,0.30455756064952566,2.9868520771434923,1.9279687461145214
2,1,S2_Tatum O'Neal,0.10033225437221992,0.005111326351961693,0.26831135194955513,0.048372908560335985,1003322.5437221992,483729.08560335985,0.26881720430107525,Rank,0,0.2632000255975934,2.6232842792623274,1.9279687461145214
2,1,S2_Tia Carrere,0.10479728964516803,0.008125198711340315,0.29084312812502394,0.016545974184547882,1047972.8964516803,165459.74184547883,0.26881720430107525,Rank,0,0.2827179294136836,2.697759936072155,1.9279687461145214
2,2,S2_Drew Lachey,0.0986111823103169,0.005469733218308893,0.2953306851301366,0.00991979350075253,986111.823103169,99197.93500752529,0.4476275738585497,Rank,0,0.2898609519118277,2.939432882973373,1.8402504548377925
2,2,S2_George Hamilton,0.13063163657316074,0.010825657641895643,0.31207543558816264,0.16629664432740018,1306316.3657316074,1662966.4432740018,0.4476275738585497,Rank,0,0.301249777946267,2.3061012312859677,1.8402504548377925
2,2,S2_Giselle Fernandez,0.09934052806277811,0.0061849839678356,0.30532777710675985,0.00042554879170637633,993405.2806277812,4255.487917063763,0.4476275738585497,Rank,0,0.2991427931389242,3.0112865209442146,1.8402504548377925
2,2,S2_Jerry Rice,0.11423920840194221,0.008733687939990844,0.3037183147823043,0.1716359846488733,1142392.084019422,1716359.846488733,0.4476275738585497,Rank,0,0.29498462684231347,2.5821662366954774,1.8402504548377925
2,2,S2_Lisa Rinna,0.13587809143769683,0.019967161304243298,0.3294254701107995,0.10873515418134613,1358780.9143769683,1087351.5418134613,0.4476275738585497,Rank,0,0.30945830880655617,2.277470234768861,1.8402504548377925
2,2,S2_Master P,0.15950233771326242,0.03207390402462174,0.34622093988254005,0.23753729484845879,1595023.3771326242,2375372.948484588,0.4476275738585497,Rank,0,0.3141470358579183,1.9695450258707863,1.8402504548377925
2,2,S2_Stacy Keibler,0.10652051983650182,0.004703386449724105,0.2953829685748537,0.12219067054831534,1065205.1983650182,1221906.7054831535,0.4476275738585497,Rank,0,0.29067958212512957,2.7288599658666066,1.8402504548377925
2,2,S2_Tatum O'Neal,0.033179653586226515,0.0028960183169909406,0.08290329876472481,0.08065107905203657,331796.53586226515,806510.7905203657,0.4476275738585497,Rank,1,0.08000728044773386,2.4113356168657036,1.8402504548377925
2,2,S2_Tia Carrere,0.12209684207811411,0.007048982016356249,0.3155585098299321,0.10260783010111074,1220968.4207811411,1026078.3010111074,0.4476275738585497,Rank,0,0.3085095278135759,2.5267609101323045,1.8402504548377925
2,3,S2_Drew Lachey,0.09170551636309765,0.007184169860327622,0.2415755835171875,0.0019397480580757697,917055.1636309765,19397.480580757696,0.21052631578947367,Rank,0,0.23439141365685986,2.5559140055306324,1.7524013693171165
2,3,S2_George Hamilton,0.14973881284311277,0.02986569672174966,0.3854046016855185,0.19133991090173896,1497388.1284311276,1913399.1090173896,0.21052631578947367,Rank,0,0.35553890496376883,2.3743937741531376,1.7524013693171165
2,3,S2_Giselle Fernandez,0.02885510248983211,0.0021060939169651512,0.07575522272067182,0.020253308972612495,288551.0248983211,202533.08972612495,0.21052631578947367,Rank,1,0.07364912880370668,2.552378000724793,1.7524013693171165
2,3,S2_Jerry Rice,0.15464020427174713,0.04168991534216957,0.34276872100156897,0.1778528926921479,1546402.0427174713,1778528.9269214792,0.21052631578947367,Rank,0,0.3010788056593994,1.9469633209376631,1.7524013693171165
2,3,S2_Lisa Rinna,0.14000628215307978,0.014531185293510857,0.3490610018699118,0.16281836612551295,1400062.8215307978,1628183.6612551296,0.21052631578947367,Rank,0,0.3345298165764009,2.3893914718100535,1.7524013693171165
2,3,S2_Master P,0.20995334768804821,0.07339877321486676,0.40677484072459585,0.2509110698063512,2099533.476880482,2509110.698063512,0.21052631578947367,Rank,0,0.3333760675097291,1.5878578321364238,1.7524013693171165
2,3,S2_Stacy Keibler,0.10613184725161047,0.007731618812477692,0.2943742066679438,0.05304236359237217,1061318.4725161048,530423.6359237217,0.21052631578947367,Rank,0,0.2866425878554661,2.7008159688006987,1.7524013693171165
2,3,S2_Tia Carrere,0.11896888693947182,0.009922399361925283,0.3126586846359066,0.1418423398511886,1189688.8693947182,1418423.3985118861,0.21052631578947367,Rank,0,0.30273628527398133,2.5446677115505456,1.7524013693171165
2,4,S2_Drew Lachey,0.09935859352900697,0.004178974280353671,0.2960561887424424,5.684533943275031e-05,993585.9352900697,568.4533943275031,0.2808988764044944,Rank,0,0.2918772144620887,2.937614192142096,1.6741059540989132
2,4,S2_George Hamilton,0.19535043528869472,0.05409030974114919,0.4149617448143006,0.31746997139213484,1953504.3528869473,3174699.7139213486,0.2808988764044944,Rank,0,0.3608714350731514,1.8473029483647927,1.6741059540989132
2,4,S2_Jerry Rice,0.18296820382146678,0.03680397110079292,0.3871429897251834,0.15920372317118284,1829682.0382146677,1592037.2317118284,0.2808988764044944,Rank,0,0.3503390186243905,1.914753554482273,1.6741059540989132
2,4,S2_Lisa Rinna,0.15597561112399624,0.018434881747404777,0.37925959215362653,0.1738581257404338,1559756.1112399625,1738581.257404338,0.2808988764044944,Rank,0,0.36082471040622177,2.3133405780944574,1.6741059540989132
