season,week,celebrity_name,p_mean,p_lo90,p_hi90,p_map,V_mean,V_map,accept_rate,scheme,eliminated_this_week,ci_width,rel_ci_width,mean_entropy
1,1,John O'Hurley,0.16432777188075065,0.06877847665241568,0.2905449951247425,0.19084516436533996,0.16432777188075065,0.19084516436533996,1.0,Rank,0,0.22176651847232684,1.3495376705603868,1.7111943278229542
1,1,Kelly Monaco,0.1602928083347899,0.06721106963154774,0.28451742190053314,0.16510690049804014,0.1602928083347899,0.16510690049804014,1.0,Rank,0,0.2173063522689854,1.3556837298346922,1.7111943278229542
1,1,Evander Holyfield,0.16415894212729434,0.06698569909143162,0.2859096400063372,0.13065042274806346,0.16415894212729434,0.13065042274806346,1.0,Rank,0,0.21892394091490555,1.3336095985873533,1.7111943278229542
1,1,Rachel Hunter,0.16649876902656646,0.06913614267560639,0.2826806163885942,0.15362865923948557,0.16649876902656646,0.15362865923948557,1.0,Rank,0,0.21354447371298782,1.2825588739272586,1.7111943278229542
1,1,Joey McIntyre,0.17512989188640052,0.07560769588812996,0.297751211873864,0.20175476100358522,0.17512989188640052,0.20175476100358522,1.0,Rank,0,0.22214351598573404,1.2684500263942908,1.7111943278229542
1,1,Trista Sutter,0.16959181674419782,0.0714789797409788,0.30550641436484266,0.15801409214548562,0.16959181674419782,0.15801409214548562,1.0,Rank,0,0.23402743462386386,1.3799453247019393,1.7111943278229542
1,2,John O'Hurley,0.16651044713816943,0.0795487440312562,0.2709539786568435,0.17217238133346924,0.16651044713816943,0.17217238133346924,0.19817677368212447,Rank,0,0.1914052346255873,1.149508862148213,1.732770166366693
1,2,Kelly Monaco,0.1785200243088192,0.11231570646914307,0.2774477912715894,0.1580774372258459,0.1785200243088192,0.1580774372258459,0.19817677368212447,Rank,0,0.16513208480244634,0.9250059506870039,1.732770166366693
1,2,Evander Holyfield,0.19917209685450557,0.137743506005545,0.28285131857721796,0.17503820090774902,0.19917209685450557,0.17503820090774902,0.19817677368212447,Rank,0,0.14510781257167296,0.7285549274388251,1.732770166366693
1,2,Rachel Hunter,0.16462470161413834,0.08791319938114482,0.2642617549582745,0.1613972656145856,0.16462470161413834,0.1613972656145856,0.19817677368212447,Rank,0,0.17634855557712964,1.0712156429019424,1.732770166366693
1,2,Joey McIntyre,0.18098621542291232,0.0979694354488771,0.2834566067727304,0.1820576669361311,0.18098621542291232,0.1820576669361311,0.19817677368212447,Rank,0,0.18548717132385328,1.0248690536482215,1.732770166366693
1,2,Trista Sutter,0.11018651466145497,0.06426416302559311,0.156181046259248,0.15125704798221892,0.11018651466145497,0.15125704798221892,0.19817677368212447,Rank,1,0.09191688323365489,0.8341935809120289,1.732770166366693
1,3,John O'Hurley,0.1929976201764396,0.0980448298579103,0.29668898883279676,0.1854691647852096,0.1929976201764396,0.1854691647852096,0.3225806451612903,Rank,0,0.19864415897488646,1.0292570384716908,1.5624361586445377
1,3,Kelly Monaco,0.23885833822084532,0.16164160037076328,0.33677524426922634,0.2149079473455769,0.23885833822084532,0.2149079473455769,0.3225806451612903,Rank,0,0.17513364389846306,0.7332113469555196,1.5624361586445377
1,3,Evander Holyfield,0.16329290760859463,0.09964668911162855,0.22244826558641753,0.19330142796043584,0.16329290760859463,0.19330142796043584,0.3225806451612903,Rank,1,0.12280157647478898,0.7520325179654376,1.5624361586445377
1,3,Rachel Hunter,0.1869697233383998,0.09107462405095079,0.2876275312428034,0.18539996645603676,0.1869697233383998,0.18539996645603676,0.3225806451612903,Rank,0,0.1965529071918526,1.0512552710799492,1.5624361586445377
1,3,Joey McIntyre,0.21788141065572075,0.12915797344699073,0.3191843337511532,0.22092149345274079,0.21788141065572075,0.22092149345274079,0.3225806451612903,Rank,0,0.19002636030416245,0.8721549935456738,1.5624361586445377
1,4,John O'Hurley,0.24645621905648613,0.17055012233722608,0.34366927254215873,0.2224828901436086,0.24645621905648613,0.2224828901436086,0.2807411566535654,Rank,0,0.17311915020493265,0.7024336852512327,1.3422955953927003
1,4,Kelly Monaco,0.2766270658788043,0.18165138826567337,0.4108612263961023,0.29553231909691025,0.2766270658788043,0.29553231909691025,0.2807411566535654,Rank,0,0.22920983813042892,0.8285878946886932,1.3422955953927003
1,4,Rachel Hunter,0.171260004357993,0.10900411739656031,0.23179138064899146,0.22036912152369617,0.171260004357993,0.22036912152369617,0.2807411566535654,Rank,1,0.12278726325243115,0.7169640320443006,1.3422955953927003
1,4,Joey McIntyre,0.3056567107067164,0.23533442406624017,0.4011046632527703,0.2616156692357851,0.3056567107067164,0.2616156692357851,0.2807411566535654,Rank,0,0.1657702391865301,0.5423412389777037,1.3422955953927003
1,5,John O'Hurley,0.2985244565785555,0.1940643494667987,0.4278503362589123,0.2992428942346492,0.2985244565785555,0.2992428942346492,0.4351610095735422,Rank,0,0.23378598679211357,0.7831384720420511,1.0742212645216687
1,5,Kelly Monaco,0.3972240149600001,0.3168051227605463,0.4874428593720776,0.3517927341422442,0.3972240149600001,0.3517927341422442,0.4351610095735422,Rank,0,0.1706377366115313,0.4295755799878169,1.0742212645216687
1,5,Joey McIntyre,0.3042515284614443,0.22157134911330503,0.37331422362160316,0.3489643716231066,0.3042515284614443,0.3489643716231066,0.4351610095735422,Rank,1,0.15174287450829813,0.4987415355828769,1.0742212645216687
2,1,Tatum O'Neal,0.10044225892820927,0.040771385087635885,0.18145398986660113,0.1215596782037539,0.10044225892820927,0.1215596782037539,0.26260504201680673,Rank,0,0.14068260477896524,1.400631629357496,2.2166510180536414
2,1,Tia Carrere,0.10305571060586413,0.04289465339526569,0.1766546100751887,0.09057203345488075,0.10305571060586413,0.09057203345488075,0.26260504201680673,Rank,0,0.13375995667992302,1.2979383276632488,2.2166510180536414
2,1,George Hamilton,0.10721302409391814,0.04923240728441644,0.18253032455732265,0.09929797325251756,0.10721302409391814,0.09929797325251756,0.26260504201680673,Rank,0,0.1332979172729062,1.243299668108772,2.2166510180536414
