season,week,celebrity_name,p_mean,p_map,p_lo90,p_hi90,V_mean,V_map,ci_width,rel_ci_width,rel_ci80,ci80_width,votes_q10,votes_q50,votes_q90,accept_rate,scheme,mean_entropy
1,1,John O'Hurley,0.1643277718807506,0.1908451643653399,0.0687784766524156,0.2905449951247425,0.1643277718807506,0.1908451643653399,0.2217665184723268,1.3495376705603868,1.3495376705603868,0.2217665184723268,0.0687784766524156,0.1908451643653399,0.2905449951247425,1.0,Rank,1.7111943278229542
1,1,Kelly Monaco,0.1602928083347899,0.1651069004980401,0.0672110696315477,0.2845174219005331,0.1602928083347899,0.1651069004980401,0.2173063522689854,1.3556837298346922,1.3556837298346922,0.2173063522689854,0.0672110696315477,0.1651069004980401,0.2845174219005331,1.0,Rank,1.7111943278229542
1,1,Evander Holyfield,0.1641589421272943,0.1306504227480634,0.0669856990914316,0.2859096400063372,0.1641589421272943,0.1306504227480634,0.2189239409149055,1.3336095985873533,1.3336095985873533,0.2189239409149055,0.0669856990914316,0.1306504227480634,0.2859096400063372,1.0,Rank,1.7111943278229542
1,1,Rachel Hunter,0.1664987690265664,0.1536286592394855,0.0691361426756063,0.2826806163885942,0.1664987690265664,0.1536286592394855,0.2135444737129878,1.2825588739272586,1.2825588739272586,0.2135444737129878,0.0691361426756063,0.1536286592394855,0.2826806163885942,1.0,Rank,1.7111943278229542
1,1,Joey McIntyre,0.1751298918864005,0.2017547610035852,0.0756076958881299,0.297751211873864,0.1751298918864005,0.2017547610035852,0.222143515985734,1.2684500263942908,1.2684500263942908,0.222143515985734,0.0756076958881299,0.2017547610035852,0.297751211873864,1.0,Rank,1.7111943278229542
1,1,Trista Sutter,0.1695918167441978,0.1580140921454856,0.0714789797409788,0.3055064143648426,0.1695918167441978,0.1580140921454856,0.2340274346238638,1.379945324701939,1.379945324701939,0.2340274346238638,0.0714789797409788,0.1580140921454856,0.3055064143648426,1.0,Rank,1.7111943278229542
1,2,John O'Hurley,0.1665104471381694,0.1721723813334692,0.0795487440312562,0.2709539786568435,0.1665104471381694,0.1721723813334692,0.1914052346255873,1.149508862148213,1.149508862148213,0.1914052346255873,0.0795487440312562,0.1721723813334692,0.2709539786568435,0.1981767736821244,Rank,1.732770166366693
1,2,Kelly Monaco,0.1785200243088192,0.1580774372258459,0.112315706469143,0.2774477912715894,0.1785200243088192,0.1580774372258459,0.1651320848024463,0.925005950687004,0.925005950687004,0.1651320848024463,0.112315706469143,0.1580774372258459,0.2774477912715894,0.1981767736821244,Rank,1.732770166366693
1,2,Evander Holyfield,0.1991720968545055,0.175038200907749,0.137743506005545,0.2828513185772179,0.1991720968545055,0.175038200907749,0.1451078125716729,0.7285549274388251,0.7285549274388251,0.1451078125716729,0.137743506005545,0.175038200907749,0.2828513185772179,0.1981767736821244,Rank,1.732770166366693
1,2,Rachel Hunter,0.1646247016141383,0.1613972656145856,0.0879131993811448,0.2642617549582745,0.1646247016141383,0.1613972656145856,0.1763485555771296,1.0712156429019424,1.0712156429019424,0.1763485555771296,0.0879131993811448,0.1613972656145856,0.2642617549582745,0.1981767736821244,Rank,1.732770166366693
1,2,Joey McIntyre,0.1809862154229123,0.1820576669361311,0.0979694354488771,0.2834566067727304,0.1809862154229123,0.1820576669361311,0.1854871713238532,1.0248690536482217,1.0248690536482217,0.1854871713238532,0.0979694354488771,0.1820576669361311,0.2834566067727304,0.1981767736821244,Rank,1.732770166366693
1,2,Trista Sutter,0.1101865146614549,0.1512570479822189,0.0642641630255931,0.156181046259248,0.1101865146614549,0.1512570479822189,0.0919168832336548,0.8341935809120289,0.8341935809120289,0.0919168832336548,0.0642641630255931,0.1512570479822189,0.156181046259248,0.1981767736821244,Rank,1.732770166366693
1,3,John O'Hurley,0.1929976201764396,0.1854691647852096,0.0980448298579103,0.2966889888327967,0.1929976201764396,0.1854691647852096,0.1986441589748864,1.0292570384716908,1.0292570384716908,0.1986441589748864,0.0980448298579103,0.1854691647852096,0.2966889888327967,0.3225806451612903,Rank,1.5624361586445377
1,3,Kelly Monaco,0.2388583382208453,0.2149079473455769,0.1616416003707632,0.3367752442692263,0.2388583382208453,0.2149079473455769,0.175133643898463,0.7332113469555196,0.7332113469555196,0.175133643898463,0.1616416003707632,0.2149079473455769,0.3367752442692263,0.3225806451612903,Rank,1.5624361586445377
1,3,Evander Holyfield,0.1632929076085946,0.1933014279604358,0.0996466891116285,0.2224482655864175,0.1632929076085946,0.1933014279604358,0.1228015764747889,0.7520325179654376,0.7520325179654376,0.1228015764747889,0.0996466891116285,0.1933014279604358,0.2224482655864175,0.3225806451612903,Rank,1.5624361586445377
1,3,Rachel Hunter,0.1869697233383998,0.1853999664560367,0.0910746240509507,0.2876275312428034,0.1869697233383998,0.1853999664560367,0.1965529071918526,1.0512552710799492,1.0512552710799492,0.1965529071918526,0.0910746240509507,0.1853999664560367,0.2876275312428034,0.3225806451612903,Rank,1.5624361586445377
1,3,Joey McIntyre,0.2178814106557207,0.2209214934527407,0.1291579734469907,0.3191843337511532,0.2178814106557207,0.2209214934527407,0.1900263603041624,0.8721549935456738,0.8721549935456738,0.1900263603041624,0.1291579734469907,0.2209214934527407,0.3191843337511532,0.3225806451612903,Rank,1.5624361586445377
1,4,John O'Hurley,0.2464562190564861,0.2224828901436086,0.170550122337226,0.3436692725421587,0.2464562190564861,0.2224828901436086,0.1731191502049326,0.7024336852512327,0.7024336852512327,0.1731191502049326,0.170550122337226,0.2224828901436086,0.3436692725421587,0.2807411566535654,Rank,1.3422955953927005
1,4,Kelly Monaco,0.2766270658788043,0.2955323190969102,0.1816513882656733,0.4108612263961023,0.2766270658788043,0.2955323190969102,0.2292098381304289,0.8285878946886932,0.8285878946886932,0.2292098381304289,0.1816513882656733,0.2955323190969102,0.4108612263961023,0.2807411566535654,Rank,1.3422955953927005
1,4,Rachel Hunter,0.171260004357993,0.2203691215236961,0.1090041173965603,0.2317913806489914,0.171260004357993,0.2203691215236961,0.1227872632524311,0.7169640320443006,0.7169640320443006,0.1227872632524311,0.1090041173965603,0.2203691215236961,0.2317913806489914,0.2807411566535654,Rank,1.3422955953927005
1,4,Joey McIntyre,0.3056567107067164,0.2616156692357851,0.2353344240662401,0.4011046632527703,0.3056567107067164,0.2616156692357851,0.1657702391865301,0.5423412389777037,0.5423412389777037,0.1657702391865301,0.2353344240662401,0.2616156692357851,0.4011046632527703,0.2807411566535654,Rank,1.3422955953927005
1,5,John O'Hurley,0.2985244565785555,0.2992428942346492,0.1940643494667987,0.4278503362589123,0.2985244565785555,0.2992428942346492,0.2337859867921135,0.7831384720420511,0.7831384720420511,0.2337859867921135,0.1940643494667987,0.2992428942346492,0.4278503362589123,0.4351610095735422,Rank,1.0742212645216689
1,5,Kelly Monaco,0.3972240149600001,0.3517927341422442,0.3168051227605463,0.4874428593720776,0.3972240149600001,0.3517927341422442,0.1706377366115313,0.4295755799878169,0.4295755799878169,0.1706377366115313,0.3168051227605463,0.3517927341422442,0.4874428593720776,0.4351610095735422,Rank,1.0742212645216689
1,5,Joey McIntyre,0.3042515284614443,0.3489643716231066,0.221571349113305,0.3733142236216031,0.3042515284614443,0.3489643716231066,0.1517428745082981,0.4987415355828769,0.4987415355828769,0.1517428745082981,0.221571349113305,0.3489643716231066,0.3733142236216031,0.4351610095735422,Rank,1.0742212645216689
2,1,Tatum O'Neal,0.1004422589282092,0.1215596782037539,0.0407713850876358,0.1814539898666011,0.1004422589282092,0.1215596782037539,0.1406826047789652,1.400631629357496,1.400631629357496,0.1406826047789652,0.0407713850876358,0.1215596782037539,0.1814539898666011,0.2626050420168067,Rank,2.2166510180536414
2,1,Tia Carrere,0.1030557106058641,0.0905720334548807,0.0428946533952656,0.1766546100751887,0.1030557106058641,0.0905720334548807,0.133759956679923,1.2979383276632488,1.2979383276632488,0.133759956679923,0.0428946533952656,0.0905720334548807,0.1766546100751887,0.2626050420168067,Rank,2.2166510180536414
