season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.23386342376052385,1.0,3.0,1.0,0.0,500,2138,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.29994001199760045,1.0,4.0,1.0,2.0,500,1667,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.21824530772588388,1.0,0.0,1.0,0.0,500,2291,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.4363001745200698,1.0,1.0,1.0,1.0,500,1146,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.24189646831156264,1.0,7.0,1.0,2.0,500,2067,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.40584415584415584,1.0,7.0,1.0,2.0,500,1232,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.18566654288897141,1.0,4.5,1.0,0.5,500,2693,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.24390243902439024,1.0,3.5,1.0,0.0,500,2050,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.6218905472636815,1.0,4.0,1.0,2.0,500,804,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.36231884057971014,1.0,1.0,1.0,0.0,500,1380,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.3599712023038157,1.0,2.0,1.0,0.5,500,1389,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.350385423966363,1.0,0.05738219713856926,1.0,0.014244533009997867,500,1427,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.12382367508667658,1.0,0.06254569593218398,1.0,0.00833859098557116,500,4038,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.11418131993605846,1.0,0.05560915894088725,1.0,0.002225751590383185,500,4379,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.14801657785671996,1.0,0.06905815239156274,1.0,0.010168638738014518,500,3378,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.05343022013250694,1.0,0.07157600624706872,1.0,0.020766124942877273,500,9358,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.3056234718826406,1.0,0.09692311128238368,1.0,0.007712616022472085,500,1636,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.31387319522912743,1.0,0.09733700717607646,1.0,0.0026616362282430583,500,1593,ok,smoothed_from_prev
3,9,3,Percent,S3_Joey Lawrence,0.3427004797806717,1.0,0.11038812265404363,1.0,0.0008586495860085641,500,1459,ok,smoothed_from_prev
4,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
4,2,11,Percent,S4_Paulina Porizkova,0.1111111111111111,1.0,0.05612927967509369,1.0,0.006351733590769987,500,4500,ok,smoothed_from_prev
4,3,10,Percent,S4_Shandi Finnessey,0.09773260359655982,1.0,0.05980015461874921,1.0,0.02069230441357761,500,5116,ok,smoothed_from_prev
4,4,9,Percent,S4_Leeza Gibbons,0.27277686852154936,1.0,0.06692902540160664,1.0,0.0427568653037905,500,1833,ok,smoothed_from_prev
4,5,8,Percent,S4_Clyde Drexler,0.2801120448179272,1.0,0.07281538777256205,1.0,0.004200573793834206,500,1785,ok,smoothed_from_prev
4,6,7,Percent,S4_Heather Mills,0.16835016835016836,1.0,0.07690463462976826,1.0,0.005392962088141662,500,2970,ok,smoothed_from_prev
4,7,6,Percent,S4_John Ratzenberger,0.13986013986013987,1.0,0.07799935476464293,1.0,0.0037958771232560196,500,3575,ok,smoothed_from_prev
4,8,5,Percent,S4_Billy Ray Cyrus,0.25746652935118436,1.0,0.09612695768314472,1.0,0.001911449461552639,500,1942,ok,smoothed_from_prev
4,9,4,Percent,S4_Ian Ziering,0.1841620626151013,1.0,0.09386685504701547,1.0,0.0009725041732531192,500,2715,ok,smoothed_from_prev
5,1,12,Percent,S5_Josie Maran,0.24154589371980675,1.0,0.054551853147452006,1.0,0.014937137589418642,500,2070,ok,initial
5,2,11,Percent,S5_Albert Reed,0.07896399241945673,1.0,0.051201573091015584,1.0,0.0028156056507373517,500,6332,ok,smoothed_from_prev
5,3,10,Percent,S5_Wayne Newton,0.18975332068311196,1.0,0.06958129956252762,1.0,0.004294343151760055,500,2635,ok,smoothed_from_prev
5,4,9,Percent,S5_Floyd Mayweather Jr.,0.12899896800825594,1.0,0.06953815157862,1.0,0.017712350401843324,500,3876,ok,smoothed_from_prev
5,5,8,Percent,S5_Mark Cuban,0.14645577035735208,1.0,0.06703124240756081,1.0,0.019439798498311178,500,3414,ok,smoothed_from_prev
5,6,7,Percent,S5_Sabrina Bryan,0.2025931928687196,1.0,0.07231905527597493,1.0,0.03424680164884325,500,2468,ok,smoothed_from_prev
5,7,6,Percent,S5_Jane Seymour,0.1753155680224404,1.0,0.08228396065549692,1.0,0.012283699594749287,500,2852,ok,smoothed_from_prev
5,8,5,Percent,S5_Cameron Mathison,0.23685457129322596,1.0,0.09327848981314263,1.0,0.014216592071406797,500,2111,ok,smoothed_from_prev
5,9,4,Percent,S5_Jennie Garth,0.2346316283435007,1.0,0.09915256826498586,1.0,0.001866864626904774,500,2131,ok,smoothed_from_prev
6,1,12,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
6,2,12,Percent,S6_Monica Seles;S6_Penn Jillette,0.07212925562608194,1.0,0.0625828232340915,1.0,0.0075347629783737435,500,6932,ok,smoothed_from_prev
6,3,10,Percent,S6_Steve Guttenberg,0.06891798759476224,1.0,0.0554757697328081,1.0,0.0034778259532479705,500,7255,ok,smoothed_from_prev
6,4,9,Percent,S6_Adam Carolla,0.2680965147453083,1.0,0.06669092359184059,1.0,0.012730609895520856,500,1865,ok,smoothed_from_prev
6,5,8,Percent,S6_Priscilla Presley,0.22665457842248413,1.0,0.07297928693088701,1.0,0.01322968027931673,500,2206,ok,smoothed_from_prev
