season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.21739130434782608,1.0,3.0,1.0,0.0,500,2300,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.3050640634533252,1.0,4.0,1.0,1.0,500,1639,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.20275750202757503,1.0,0.0,1.0,0.0,500,2466,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.42408821034775235,1.0,3.0,1.0,1.0,500,1179,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.25075225677031093,1.0,7.0,1.0,2.0,500,1994,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.35688793718772305,1.0,5.5,1.0,4.0,500,1401,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.17768301350390903,1.0,4.5,1.0,0.5,500,2814,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.3076923076923077,1.0,6.0,1.0,1.0,500,1625,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.6784260515603799,1.0,5.0,1.0,3.0,500,737,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.33467202141900937,1.0,2.0,1.0,0.0,500,1494,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.41562759767248547,1.0,2.0,1.0,0.5,500,1203,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.48971596474045054,1.0,0.03216690410470424,1.0,0.014382193584733749,500,1021,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.11241007194244604,1.0,0.09485350354325625,1.0,0.0027451046429544934,500,4448,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.12367054167697254,1.0,0.09735103655523608,1.0,0.011987198493976059,500,4043,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.1564945226917058,1.0,0.10268481815986716,1.0,0.024496232242493754,500,3195,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.04299226139294927,1.0,0.11963571011826643,1.0,0.003733315429195583,500,11630,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.26413100898045433,1.0,0.1619827585897053,1.0,0.00040462887869818775,500,1893,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.3056234718826406,1.0,0.18649806375241273,1.0,0.024613358511572536,500,1636,ok,smoothed_from_prev
