season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.23245002324500233,1.0,3.0,1.0,0.0,500,2151,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.3013863773357444,1.0,4.0,1.0,2.0,500,1659,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.2186270222999563,1.0,0.0,1.0,0.0,500,2287,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.49603174603174605,1.0,1.0,1.0,1.0,500,1008,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.24189646831156264,1.0,7.0,1.0,2.0,500,2067,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.47664442326024786,1.0,6.5,1.0,2.0,500,1049,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.20064205457463885,1.0,4.5,1.0,1.5,500,2492,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.2255299954894001,1.0,2.5,1.0,1.0,500,2217,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.6925207756232687,1.0,3.0,1.0,3.0,500,722,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.3246753246753247,1.0,1.0,1.0,0.0,500,1540,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.2787068004459309,1.0,2.0,1.0,0.5,500,1794,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.350385423966363,1.0,0.05738219713856926,1.0,0.014244533009997867,500,1427,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.11845534233593935,1.0,0.035959533880407124,1.0,0.0027386438602309826,500,4221,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.08588114050154586,1.0,0.033364825215136173,1.0,0.003373586616522539,500,5822,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.17295053614666206,1.0,0.03970587403134909,1.0,0.004239241946488614,500,2891,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.044006336912515404,1.0,0.04096468819961424,1.0,0.003303160513789316,500,11362,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.3186743148502231,1.0,0.055676882056122035,1.0,0.0022586371091514734,500,1569,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.31133250311332505,1.0,0.060304669655978915,1.0,0.005091080439453499,500,1606,ok,smoothed_from_prev
3,9,3,Percent,S3_Joey Lawrence,0.3255208333333333,1.0,0.0625739477334265,1.0,0.0023736933062266097,500,1536,ok,smoothed_from_prev
4,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
4,2,11,Percent,S4_Paulina Porizkova,0.08898380494749955,1.0,0.033130471328995104,1.0,0.009421340502044628,500,5619,ok,smoothed_from_prev
4,3,10,Percent,S4_Shandi Finnessey,0.09084302325581395,1.0,0.03296544873979643,1.0,0.016236354735640335,500,5504,ok,smoothed_from_prev
4,4,9,Percent,S4_Leeza Gibbons,0.28935185185185186,1.0,0.040094949586393924,1.0,0.027762244088766347,500,1728,ok,smoothed_from_prev
4,5,8,Percent,S4_Clyde Drexler,0.36927621861152143,1.0,0.043720328345092624,1.0,0.01763910005627342,500,1354,ok,smoothed_from_prev
4,6,7,Percent,S4_Heather Mills,0.22935779816513763,1.0,0.04694638314433025,1.0,0.0047565725400942616,500,2180,ok,smoothed_from_prev
4,7,6,Percent,S4_John Ratzenberger,0.1143379830779785,1.0,0.04141011599627348,1.0,0.010208234788527726,500,4373,ok,smoothed_from_prev
4,8,5,Percent,S4_Billy Ray Cyrus,0.31525851197982346,1.0,0.05654463746539212,1.0,0.0007699306958781627,500,1586,ok,smoothed_from_prev
4,9,4,Percent,S4_Ian Ziering,0.1539408866995074,1.0,0.04981335022183753,1.0,0.0005687493066127147,500,3248,ok,smoothed_from_prev
5,1,12,Percent,S5_Josie Maran,0.24154589371980675,1.0,0.054551853147452006,1.0,0.014937137589418642,500,2070,ok,initial
5,2,11,Percent,S5_Albert Reed,0.06711409395973154,1.0,0.02779103375325484,1.0,0.004568617834838751,500,7450,ok,smoothed_from_prev
5,3,10,Percent,S5_Wayne Newton,0.20550760378133992,1.0,0.04088084594595842,1.0,0.010397911531293325,500,2433,ok,smoothed_from_prev
5,4,9,Percent,S5_Floyd Mayweather Jr.,0.1277139208173691,1.0,0.04196936256677472,1.0,0.0013907145526500797,500,3915,ok,smoothed_from_prev
5,5,8,Percent,S5_Mark Cuban,0.1548467017652524,1.0,0.03778989223941576,1.0,0.0029876400807323233,500,3229,ok,smoothed_from_prev
5,6,7,Percent,S5_Sabrina Bryan,0.27654867256637167,1.0,0.04480899487910703,1.0,0.0035642762059255872,500,1808,ok,smoothed_from_prev
5,7,6,Percent,S5_Jane Seymour,0.14522218995062444,1.0,0.04930421724943318,1.0,0.011748651818594247,500,3443,ok,smoothed_from_prev
5,8,5,Percent,S5_Cameron Mathison,0.1924557351809084,1.0,0.05210593439423522,1.0,0.0007184298868271322,500,2598,ok,smoothed_from_prev
5,9,4,Percent,S5_Jennie Garth,0.2346316283435007,1.0,0.05780148920594608,1.0,0.00023419079700409684,500,2131,ok,smoothed_from_prev
6,1,12,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
6,2,12,Percent,S6_Monica Seles;S6_Penn Jillette,0.10829542993285683,1.0,0.03505267078043944,1.0,0.0030722775323049345,500,4617,ok,smoothed_from_prev
6,3,10,Percent,S6_Steve Guttenberg,0.07614986293024673,1.0,0.03356423617320467,1.0,0.0022297350632971835,500,6566,ok,smoothed_from_prev
6,4,9,Percent,S6_Adam Carolla,0.29994001199760045,1.0,0.0403594416252461,1.0,0.014185036599457496,500,1667,ok,smoothed_from_prev
6,5,8,Percent,S6_Priscilla Presley,0.2616431187859759,1.0,0.04423347224365054,1.0,0.009463291485499126,500,1911,ok,smoothed_from_prev
6,6,7,Percent,S6_Marlee Matlin,0.3094059405940594,1.0,0.045062368887680115,1.0,0.013811215750118011,500,1616,ok,smoothed_from_prev
6,7,6,Percent,S6_Shannon Elizabeth,0.1264862130027827,1.0,0.0463146435064406,1.0,0.005063224913499198,500,3953,ok,smoothed_from_prev
6,8,5,Percent,S6_Mario,0.18409425625920472,1.0,0.04943600246780899,1.0,0.007132929273500788,500,2716,ok,smoothed_from_prev
6,9,4,Percent,S6_Marissa Jaret Winokur,0.26824034334763946,1.0,0.05827211604676885,1.0,0.01087887186575287,500,1864,ok,smoothed_from_prev
7,1,13,Percent,S7_Jeffrey Ross;S7_Ted McGinley,0.04826254826254826,1.0,0.0415625212165551,1.0,0.004275890045313424,500,10360,ok,initial
7,2,11,Percent,S7_Kim Kardashian;S7_Misty May-Treanor,0.028009635314548205,1.0,0.030526471470313482,1.0,0.0019827752561783207,500,17851,ok,smoothed_from_prev
7,3,9,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
7,4,9,Percent,S7_Rocco DiSpirito,0.2021835826930853,1.0,0.040163763980355566,1.0,0.008538537989433104,500,2473,ok,smoothed_from_prev
7,5,8,Percent,S7_Toni Braxton,0.29188558085230587,1.0,0.0460115417872928,1.0,0.023237709028810283,500,1713,ok,smoothed_from_prev
7,6,7,Percent,S7_Cloris Leachman,0.4230118443316413,1.0,0.05599762604863737,1.0,0.0017414473577820333,500,1182,ok,smoothed_from_prev
7,7,6,Percent,S7_Susan Lucci,0.1220703125,1.0,0.03904159948142916,1.0,0.0061081377564462525,500,4096,ok,smoothed_from_prev
7,8,5,Percent,S7_Maurice Greene,0.23386342376052385,1.0,0.04997780625464887,1.0,0.004486508765244368,500,2138,ok,smoothed_from_prev
7,9,4,Percent,S7_Cody Linley,0.22644927536231885,1.0,0.04697749188794359,1.0,7.456068264533044e-05,500,2208,ok,smoothed_from_prev
8,1,13,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
8,2,13,Percent,S8_Belinda Carlisle,0.11345586566825505,1.0,0.028999515097869855,1.0,0.00691495994329569,500,4407,ok,smoothed_from_prev
8,3,12,Percent,S8_Denise Richards,0.1865671641791045,1.0,0.025837340176159934,1.0,0.002724985169175631,500,2680,ok,smoothed_from_prev
8,4,11,Percent,S8_Holly Madison;S8_Steve Wozniak,0.15220700152207,1.0,0.04283994969167931,1.0,0.009088357736955238,500,3285,ok,smoothed_from_prev
8,5,9,Percent,S8_David Alan Grier,0.13068478829064298,1.0,0.037171982900264966,1.0,0.0037209686293565025,500,3826,ok,smoothed_from_prev
8,6,8,Percent,S8_Steve-O,0.16371971185330714,1.0,0.035487487835340226,1.0,0.01908578639064601,500,3054,ok,smoothed_from_prev
8,7,7,Percent,S8_Lawrence Taylor,0.21505376344086022,1.0,0.046049749994285516,1.0,0.00784780341416974,500,2325,ok,smoothed_from_prev
8,8,6,Percent,S8_Chuck Wicks,0.08430281571404485,1.0,0.033078872942117865,1.0,0.007509940449833774,500,5931,ok,smoothed_from_prev
8,9,5,Percent,S8_Lil' Kim,0.30883261272390367,1.0,0.05353579167993283,1.0,0.008129950450635248,500,1619,ok,smoothed_from_prev
8,10,4,Percent,S8_Ty Murray,0.2756339581036384,1.0,0.05979860733150422,1.0,0.002545412843564021,500,1814,ok,smoothed_from_prev
9,1,16,Percent,S9_Ashley Hamiliton;S9_Macy Gray,0.05059192552868562,1.0,0.0363498570024048,1.0,0.0024650174381525003,500,9883,ok,initial
9,2,14,Percent,S9_Kathy Ireland,0.10907504363001745,1.0,0.03485653281021886,1.0,0.0019560218930881335,500,4584,ok,smoothed_from_prev
9,3,13,Percent,S9_Debi Mazar;S9_Tom DeLay,0.04270219489281749,1.0,0.034116433926928924,1.0,0.006898782406575099,500,11709,ok,smoothed_from_prev
9,4,11,Percent,S9_Chuck Liddell,0.1528117359413203,1.0,0.033482774614885524,1.0,0.0075300153768991795,500,3272,ok,smoothed_from_prev
9,5,10,Percent,S9_Natalie Coughlin,0.23934897079942558,1.0,0.04012666462275208,1.0,0.0057442963992735685,500,2089,ok,smoothed_from_prev
9,6,9,Percent,S9_Louie Vito;S9_Melissa Joan Hart,0.07678132678132678,1.0,0.0367257238695253,1.0,0.012062063809281737,500,6512,ok,smoothed_from_prev
9,7,7,Percent,S9_Mark Dacascos;S9_Michael Irvin,0.02645222727753677,1.0,0.034669206110936546,1.0,0.0011662006389653312,500,18902,ok,smoothed_from_prev
9,8,5,Percent,S9_Aaron Carter,0.19661816751867872,1.0,0.047723543955113135,1.0,0.004279817191597646,500,2543,ok,smoothed_from_prev
9,9,4,Percent,S9_Joanna Krupa,0.3022974607013301,1.0,0.0553876331460077,1.0,0.005836739397942214,500,1654,ok,smoothed_from_prev
10,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
10,2,11,Percent,S10_Shannen Doherty,0.04024468770122344,1.0,0.024230386406940446,1.0,0.00027117101529483545,500,12424,ok,smoothed_from_prev
10,3,10,Percent,S10_Buzz Aldrin,0.2949852507374631,1.0,0.0397334717447293,1.0,0.004640085658345533,500,1695,ok,smoothed_from_prev
10,4,9,Percent,S10_Aiden Turner,0.24715768660405338,1.0,0.040177492246821794,1.0,0.0005149344990099669,500,2023,ok,smoothed_from_prev
10,5,8,Percent,S10_Kate Gosselin,0.234192037470726,1.0,0.04328131963658022,1.0,0.00317407902368827,500,2135,ok,smoothed_from_prev
10,6,7,Percent,S10_Jake Pavelka,0.3306878306878307,1.0,0.04293110461226507,1.0,0.016440435671031733,500,1512,ok,smoothed_from_prev
10,7,6,Percent,S10_Pamela Anderson,0.20072260136491368,1.0,0.04946089436124251,1.0,0.007794821517713046,500,2491,ok,smoothed_from_prev
10,8,5,Percent,S10_Niecy Nash,0.31826861871419476,1.0,0.05090460698517907,1.0,0.0003473485746632865,500,1571,ok,smoothed_from_prev
10,9,4,Percent,S10_Chad Ochocinco,0.2594706798131811,1.0,0.056724688465879525,1.0,0.0024840038742375836,500,1927,ok,smoothed_from_prev
11,1,12,Percent,S11_David Hasselhoff,0.1890359168241966,1.0,0.048738018836516905,1.0,0.01187663197949837,500,2645,ok,initial
11,2,11,Percent,S11_Michael Bolton,0.49800796812749004,1.0,0.052007737505333135,1.0,0.03476132830274489,500,1004,ok,smoothed_from_prev
11,3,10,Percent,S11_Margaret Cho,0.1867762420620097,1.0,0.03768032776370778,1.0,0.003711223293394905,500,2677,ok,smoothed_from_prev
11,4,9,Percent,S11_The Situation,0.2855511136493432,1.0,0.04455394419176692,1.0,0.020504543322716673,500,1751,ok,smoothed_from_prev
11,5,8,Percent,S11_Florence Henderson,0.11515430677107324,1.0,0.03775001019642513,1.0,0.0074355944973932,500,4342,ok,smoothed_from_prev
11,6,7,Percent,S11_Audrina Patridge,0.06550504388837941,1.0,0.033298755385182816,1.0,0.00571514414216634,500,7633,ok,smoothed_from_prev
11,7,6,Percent,S11_Rick Fox,0.23629489603024575,1.0,0.04650046957546522,1.0,0.00879442637891803,500,2116,ok,smoothed_from_prev
11,8,5,Percent,S11_Kurt Warner,0.22281639928698752,1.0,0.055914582756137365,1.0,0.00706494531397911,500,2244,ok,smoothed_from_prev
11,9,4,Percent,S11_Brandy,0.37425149700598803,1.0,0.06138614708620582,1.0,0.020058572577810685,500,1336,ok,smoothed_from_prev
12,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
12,2,11,Percent,S12_Mike Catherwood,0.18115942028985507,1.0,0.038363651681301236,1.0,0.010272736836810542,500,2760,ok,smoothed_from_prev
12,3,10,Percent,S12_Wendy Williams,0.36900369003690037,1.0,0.04553191525101144,1.0,0.014054647362291978,500,1355,ok,smoothed_from_prev
12,4,9,Percent,S12_Sugar Ray Leonard,0.1145737855178735,1.0,0.032771682772299554,1.0,0.003695238371531684,500,4364,ok,smoothed_from_prev
12,5,8,Percent,S12_Petra Nemcova,0.19747235387045814,1.0,0.038719712156723485,1.0,0.002411507297396004,500,2532,ok,smoothed_from_prev
12,6,7,Percent,S12_Chris Jericho,0.34317089910775567,1.0,0.05199893100258865,1.0,0.02623318725659607,500,1457,ok,smoothed_from_prev
12,7,6,Percent,S12_Kendra Wilkinson,0.1147842056932966,1.0,0.0452316566573725,1.0,0.002889463155700711,500,4356,ok,smoothed_from_prev
12,8,5,Percent,S12_Romeo,0.15847860538827258,1.0,0.04517028810614787,1.0,0.008570976474008285,500,3155,ok,smoothed_from_prev
12,9,4,Percent,S12_Ralph Macchio,0.49019607843137253,1.0,0.06319851860218262,1.0,0.018155551510301016,500,1020,ok,smoothed_from_prev
13,1,12,Percent,S13_Metta World Peace (Ron),0.2117746717492588,1.0,0.05205735912759604,1.0,0.025310952752507374,500,2361,ok,initial
13,2,11,Percent,S13_Elisabetta Canalis,0.03678905157825031,1.0,0.03126442026156029,1.0,0.0028850243299665956,500,13591,ok,smoothed_from_prev
13,3,10,Percent,S13_Kristin Cavallari,0.11022927689594356,1.0,0.035133172526924994,1.0,0.019034011870917827,500,4536,ok,smoothed_from_prev
13,4,9,Percent,S13_Chynna Phillips,0.2478929102627665,1.0,0.04377208878167249,1.0,0.014804529606981254,500,2017,ok,smoothed_from_prev
13,5,8,Percent,S13_Carson Kressley,0.2771618625277162,1.0,0.042792556415434224,1.0,0.014482456917081832,500,1804,ok,smoothed_from_prev
13,6,7,Percent,S13_Chaz Bono,0.20374898125509372,1.0,0.04203418367543593,1.0,0.006957792857408884,500,2454,ok,smoothed_from_prev
13,7,6,Percent,S13_David Arquette,0.1512401693889897,1.0,0.04048548863144835,1.0,0.0038468761226053694,500,3306,ok,smoothed_from_prev
13,8,5,Percent,S13_Nancy Grace,0.3080714725816389,1.0,0.049240218178074835,1.0,0.0018066582808214937,500,1623,ok,smoothed_from_prev
13,9,4,Percent,S13_Hope Solo,0.45004500450045004,1.0,0.05141501473003374,1.0,0.0057808588736924515,500,1111,ok,smoothed_from_prev
14,1,12,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
14,2,12,Percent,S14_Martina Navratilova,0.2581311306143521,1.0,0.04016420560109327,1.0,0.011863318945507212,500,1937,ok,smoothed_from_prev
14,3,11,Percent,S14_Jack Wagner,0.12889920082495487,1.0,0.03810837992215724,1.0,0.00217740523867499,500,3879,ok,smoothed_from_prev
14,4,10,Percent,S14_Sherri Sheperd,0.1901863826550019,1.0,0.03798923460643577,1.0,0.008916089600963684,500,2629,ok,smoothed_from_prev
14,5,9,Percent,S14_Gavin DeGraw,0.36900369003690037,1.0,0.04750332240813904,1.0,0.022286811302572207,500,1355,ok,smoothed_from_prev
14,6,8,Percent,S14_Gladys Knight,0.29568302779420463,1.0,0.044556979374233974,1.0,0.011503538700739585,500,1691,ok,smoothed_from_prev
14,7,7,Percent,S14_Jaleel White,0.15802781289506954,1.0,0.04581017732229484,1.0,0.006508432464380709,500,3164,ok,smoothed_from_prev
14,8,6,Percent,S14_Melissa Gilbert;S14_Roshon Fegan,0.03519144144144144,1.0,0.0452602560159549,1.0,0.0026366632807438006,500,14208,ok,smoothed_from_prev
14,9,4,Percent,S14_Maria Menounos,0.15183723048891587,1.0,0.050821786794365,1.0,0.002698787808832148,500,3293,ok,smoothed_from_prev
15,1,13,Percent,S15_Pamela Anderson,0.2025111381125962,1.0,0.04749200551290292,1.0,0.005250681940588503,500,2469,ok,initial
15,2,12,Percent,S15_Joey Fatone,0.07572315614114797,1.0,0.030273236158154443,1.0,0.003794616175801291,500,6603,ok,smoothed_from_prev
15,3,11,Percent,S15_Drew Lachey;S15_Helio Castroneves,0.026350461133069828,1.0,0.03710946770353635,1.0,0.006285680356161477,500,18975,ok,smoothed_from_prev
15,4,9,Percent,S15_Bristol Palin,0.10606703436571914,1.0,0.03891637027270725,1.0,0.004206882397528339,500,4714,ok,smoothed_from_prev
15,5,8,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
15,6,8,Percent,S15_Sabrina Bryan,0.07144898542440697,1.0,0.038469624450457096,1.0,0.001095178173808442,500,6998,ok,smoothed_from_prev
15,7,7,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
15,8,7,Percent,S15_Gilles Marini;S15_Kirstie Alley,0.05487871803314674,1.0,0.04185855186634141,1.0,0.008504606999154396,500,9111,ok,smoothed_from_prev
15,9,5,Percent,S15_Apolo Anton Ohno;S15_Emmitt Smith,0.09891196834817013,1.0,0.04920148533424007,1.0,0.0041130782325844994,500,5055,ok,smoothed_from_prev
16,1,12,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
