season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.22634676324128564,1.0,3.0,1.0,1.0,500,2209,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.28620492272467085,1.0,4.0,1.0,1.0,500,1747,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.22872827081427263,1.0,0.0,1.0,0.0,500,2186,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.4191114836546521,1.0,1.0,1.0,1.0,500,1193,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.24189646831156264,1.0,7.0,1.0,2.0,500,2067,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.37678975131876413,1.0,6.0,1.0,3.0,500,1327,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.18450184501845018,1.0,4.5,1.0,0.5,500,2710,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.29850746268656714,1.0,6.0,1.0,0.5,500,1675,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.6265664160401002,1.0,5.0,1.0,2.0,500,798,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.38109756097560976,1.0,4.0,1.0,0.0,500,1312,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.4244482173174873,1.0,2.0,1.0,0.5,500,1178,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.350385423966363,1.0,0.05738219713856926,1.0,0.014244533009997867,500,1427,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.11753643629525153,1.0,0.08937672485831563,1.0,3.186486193769433e-05,500,4254,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.13900472616068946,1.0,0.09669083637231102,1.0,0.0123001472293007,500,3597,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.14961101137043686,1.0,0.10459891599944857,1.0,0.006897327841967393,500,3342,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.047063253012048195,1.0,0.11997266050664329,1.0,0.0024284295502914055,500,10624,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.25075225677031093,1.0,0.16665542313656112,1.0,0.0007969392402857323,500,1994,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.2858776443682104,1.0,0.17918013823034162,1.0,0.0058961168415565535,500,1749,ok,smoothed_from_prev
3,9,3,Percent,S3_Joey Lawrence,0.34153005464480873,1.0,0.20983655464444873,1.0,0.012555058434883137,500,1464,ok,smoothed_from_prev
4,1,11,Percent,,1.0,1.0,,1.0,,500,500,ok,initial
4,2,11,Percent,S4_Paulina Porizkova,0.11446886446886446,1.0,0.08980640830288136,1.0,0.014746395141090496,500,4368,ok,smoothed_from_prev
