season,week,N_active,scheme,elim_set,accept_rate,consistency_mean,margin_mean,consistency_map,margin_map,n_accept,draws,status,prior_source
1,1,6,Rank,,1.0,1.0,,1.0,,500,500,ok,initial
1,2,6,Rank,S1_Trista Sutter,0.21404109589041095,1.0,3.0,1.0,0.0,500,2336,ok,smoothed_from_prev
1,3,5,Rank,S1_Evander Holyfield,0.27427317608337903,1.0,5.0,1.0,2.0,500,1823,ok,smoothed_from_prev
1,4,4,Rank,S1_Rachel Hunter,0.3148614609571788,1.0,0.0,1.0,0.0,500,1588,ok,smoothed_from_prev
1,5,3,Rank,S1_Joey McIntyre,0.43103448275862066,1.0,1.0,1.0,1.0,500,1160,ok,smoothed_from_prev
2,1,10,Rank,S2_Kenny Mayne,0.26881720430107525,1.0,7.0,1.0,2.0,500,1860,ok,initial
2,2,9,Rank,S2_Tatum O'Neal,0.5213764337851929,1.0,6.0,1.0,3.5,500,959,ok,smoothed_from_prev
2,3,8,Rank,S2_Giselle Fernandez,0.37735849056603776,1.0,4.0,1.0,0.5,500,1325,ok,smoothed_from_prev
2,4,7,Rank,S2_Master P,0.14501160092807425,1.0,3.5,1.0,0.5,500,3448,ok,smoothed_from_prev
2,5,6,Rank,S2_Tia Carrere,0.7142857142857143,1.0,2.0,1.0,2.0,500,700,ok,smoothed_from_prev
2,6,5,Rank,S2_George Hamilton,0.3849114703618168,1.0,1.0,1.0,0.0,500,1299,ok,smoothed_from_prev
2,7,4,Rank,S2_Lisa Rinna,0.17507002801120447,1.0,0.5,1.0,0.5,500,2856,ok,smoothed_from_prev
3,1,11,Percent,S3_Tucker Carlson,0.3248862897985705,1.0,0.09720957922175395,1.0,0.011394234826356875,500,1539,ok,initial
3,2,10,Percent,S3_Shanna Moakler,0.11001100110011001,1.0,0.036728513046440925,1.0,0.0063446200444129686,500,4545,ok,smoothed_from_prev
3,3,9,Percent,S3_Harry Hamlin,0.10210332856851133,1.0,0.030319079590335557,1.0,0.012316122293781484,500,4897,ok,smoothed_from_prev
3,4,8,Percent,S3_Vivica A. Fox,0.2601456815816857,1.0,0.0408166767268634,1.0,0.012218732108868063,500,1922,ok,smoothed_from_prev
3,5,7,Percent,S3_Sara Evans;S3_Willa Ford,0.05426524853483829,1.0,0.0440585111473874,1.0,0.0032148422508185837,500,9214,ok,smoothed_from_prev
3,6,5,Percent,,1.0,1.0,,1.0,,500,500,ok,smoothed_from_prev
3,7,5,Percent,S3_Jerry Springer,0.3389830508474576,1.0,0.055304506686501276,1.0,0.0019505499340606858,500,1475,ok,smoothed_from_prev
3,8,4,Percent,S3_Monique Coleman,0.3203074951953876,1.0,0.06287586811858037,1.0,0.0047424480641333755,500,1561,ok,smoothed_from_prev
